player_id,FGA_week,FTA_week,FGP_mean,FTP_mean,draft_value,draft_value_raw,H2H_value,rank_draft,rank_h2h,value_diff,rank_diff
gilgesh01,225.63883651302194,102.11318394917483,0.5216622458001768,0.893048128342246,6.087000927243812,6.245551601423488,5.418915459619491,1.0,2.0,0.6680854676243211,-1.0
jokicni01,189.6740917948038,65.51618849516797,0.5936265472741639,0.8128834355828221,5.987514986115605,6.234875444839856,5.330348707151697,2.0,3.0,0.6571662789639081,-1.0
tatumja01,220.84365192423763,77.33653935102856,0.4631460674157303,0.8357921744708147,5.667003725097883,5.8612099644128115,5.045015511367628,3.0,7.0,0.6219882137302557,-4.0
doncilu01,205.35129872209384,84.38844871164437,0.4808531265147843,0.7672362993517973,5.522214549793891,5.832740213523132,4.175332952283186,4.0,18.0,1.3468815975107056,-14.0
vucevni01,168.68350487136362,22.600821024662764,0.5101560200176627,0.8211009174311926,5.498344606133656,5.594306049822065,5.163079691125506,5.0,4.0,0.3352649150081497,1.0
bridgmi01,185.1256366146509,41.06478267200583,0.4671474358974359,0.850253807106599,5.495334357679836,5.5765124555160135,5.495334357679836,6.0,1.0,0.0,5.0
derozde01,198.38472164681514,78.69445213684439,0.4868885526979324,0.8604060913705583,5.402554060164429,5.501779359430604,5.073130032105622,7.0,6.0,0.3294240280588072,1.0
willija06,147.45505303670615,35.78248494297553,0.5126903553299492,0.8030942334739803,5.367755427276109,5.469750889679715,4.713151106876584,8.0,9.0,0.6546043203995255,-1.0
jamesle01,186.4684538842561,52.309445931959324,0.5175625332623736,0.7655367231638418,5.355160123132087,5.601423487544484,4.244944000043728,9.0,16.0,1.1102161230883594,-7.0
duranke01,169.71053526300324,55.12273793661548,0.5336060783167739,0.8694096601073346,5.350072233138062,5.580071174377224,3.97993178318807,10.0,25.0,1.3701404499499916,-15.0
halibty01,144.2208910324559,33.00497666972637,0.479447322970639,0.8584615384615385,5.298583707662255,5.483985765124555,4.264713715923278,11.0,15.0,1.0338699917389764,-4.0
edwaran01,234.13193069209876,71.09743714821764,0.4555296115474421,0.8125,5.28434860197181,5.427046263345196,5.091018775070402,12.0,5.0,0.1933298269014081,7.0
harrito02,129.31533114077206,25.461091174365468,0.4882737408688966,0.8720472440944882,5.270236804268644,5.3487544483985765,4.6275249988700295,13.0,13.0,0.6427118053986147,0.0
foxde01,201.39017525068797,59.34655218130614,0.4800890427900074,0.777307366638442,5.165052810371115,5.334519572953737,4.409191423487537,14.0,14.0,0.755861386883578,0.0
irvinky01,162.86845211151353,34.933526263823076,0.4888685574870387,0.9081779053084648,5.160020082086822,5.370106761565836,3.5239161536202688,15.0,44.0,1.6361039284665533,-29.0
leonaka01,132.38380552083706,33.91368135624538,0.5143072289156626,0.8658892128279884,5.14118409468744,5.3238434163701065,3.260263084435937,16.0,53.0,1.880921010251503,-37.0
wembavi01,152.0903839238028,41.35329105691058,0.4694077337249143,0.8093525179856115,5.120737344818672,5.387900355871887,3.621984951213207,17.0,40.0,1.4987523936054652,-23.0
adebaba01,162.84775773865093,56.10990902889134,0.5154130702836005,0.7761862130707251,5.06986535927927,5.18505338078292,4.637071974950552,18.0,11.0,0.4327933843287184,7.0
siakapa01,186.83441735015973,58.54769899593955,0.5108868826340945,0.7495755517826825,5.050748414146678,5.170818505338078,4.681181457013995,19.0,10.0,0.36956695713268317,9.0
jacksja02,159.84891274166188,56.16324102170156,0.4766969033468877,0.7930419268510259,5.032056708182735,5.177935943060498,4.172925075078366,20.0,19.0,0.8591316331043695,1.0
davisan02,156.393963379286,65.83913008900706,0.5467511885895404,0.7938299473288186,5.0151413265659155,5.259786476868328,3.730775864884401,21.0,35.0,1.2843654616815146,-14.0
mitchdo01,190.4249603572267,52.83353721426228,0.4636578325898714,0.851145038167939,5.003731392225563,5.2313167259786475,3.966372445056849,22.0,26.0,1.0373589471687144,-4.0
lopezbr01,120.7668311512905,23.857754920551887,0.5094728171334432,0.8073593073593074,4.946249336708705,5.014234875444839,4.765288995121801,23.0,8.0,0.18096034158690433,15.0
whitede01,127.57254225751564,25.77889932095344,0.454225352112676,0.8712871287128713,4.928935836286894,5.017793594306049,4.62839096822062,24.0,12.0,0.30054486806627434,12.0
porzikr01,116.82197560975611,45.689104556626965,0.5,0.8440567066521265,4.838494085579169,5.01067615658363,3.245331398864077,25.0,54.0,1.5931626867150923,-29.0
curryst01,191.3008762054118,45.21821334891194,0.4622002085505735,0.9236725663716814,4.813418796398063,5.04270462633452,3.932915358032563,26.0,28.0,0.8805034383654995,-2.0
murraja01,157.247094879369,32.27216067897165,0.4695044472681067,0.8591331269349846,4.807267846856689,4.975088967971531,3.7520139292540016,27.0,34.0,1.0552539176026876,-7.0
wagnefr01,168.78731673167698,47.58388485884858,0.4761481481481481,0.8539915966386554,4.767120495455405,4.871886120996442,4.127628721674802,28.0,23.0,0.6394917737806027,5.0
anunoog01,124.97652265867981,25.05996826141339,0.4789071916432302,0.8091286307053942,4.762732118207989,4.871886120996441,3.717254336162333,29.0,36.0,1.0454777820456558,-7.0
bookede01,187.2554493664959,63.83034723555899,0.4807489451476793,0.8805855161787365,4.738754153584341,4.94661921708185,3.756329511987588,30.0,33.0,0.982424641596753,-3.0
portemi01,145.54716749764185,21.052672504885287,0.4918478260869565,0.7948113207547169,4.712683644139291,4.797153024911031,4.195437878319125,31.0,17.0,0.5172457658201663,14.0
murphtr02,112.0306027991488,29.458362786548705,0.4615044247787611,0.8739054290718039,4.663019460073887,4.779359430604983,3.5825637315201813,32.0,41.0,1.0804557285537055,-9.0
reaveau01,122.37726295412267,45.61496951999252,0.4835832995541143,0.8660022148394242,4.640076283405903,4.7437722419928825,4.130799618154035,33.0,22.0,0.5092766652518677,11.0
butleji01,114.06378912601629,70.05222031262747,0.5162423178226514,0.8506401137980085,4.62301669710218,4.786476868327402,3.3826951442211075,34.0,50.0,1.2403215528810727,-16.0
townska01,128.4582348844673,41.12976022540422,0.51272166538165,0.8516746411483254,4.562367894613604,4.775800711743772,3.0044861745016416,35.0,61.0,1.5578817201119621,-26.0
barnesc01,149.08226922229662,39.85570711349011,0.4581264481959616,0.7684605757196495,4.548256173658975,4.711743772241993,3.716258093111601,36.0,37.0,0.8319980805473737,-1.0
turnemy01,121.44895574940372,41.212108706749845,0.5169180595189564,0.776173285198556,4.544834284592605,4.6512455516014235,3.8797365844083216,37.0,29.0,0.6650977001842837,8.0
holidjr01,113.81880507657405,17.521904363431933,0.4704595185995623,0.8650306748466258,4.534651897197844,4.654804270462632,3.649841770915338,38.0,39.0,0.8848101262825061,-1.0
giddejo01,137.22116263106045,26.031869910697143,0.4748461816865725,0.7728194726166329,4.516645644933205,4.619217081850534,4.131078333780371,39.0,21.0,0.38556731115283416,18.0
brownja02,188.5036845414795,48.73181214430894,0.4854937450093159,0.7453416149068323,4.509994779287463,4.6690391459074725,3.6849957342958537,40.0,38.0,0.8249990449916091,2.0
brunsja01,201.73860457068452,66.5808816941805,0.4852832055404402,0.8332086761406133,4.505057854884121,4.669039145907473,3.845781095632786,41.0,30.0,0.6592767592513349,11.0
georgpa01,139.96748911827183,34.83281190195041,0.4576512455516014,0.8782991202346041,4.417104849089407,4.6085409252669045,3.070426541440197,42.0,58.0,1.34667830764921,-16.0
banede01,135.1659778793778,28.24592616808698,0.4767654592023417,0.8829787234042553,4.3784663093610625,4.562277580071175,2.990172113709994,43.0,63.0,1.3882941956510684,-20.0
hartjo01,98.09972765062355,25.587517175328824,0.494667343829355,0.7701612903225806,4.369723205888062,4.444839857651246,4.156565976332546,44.0,20.0,0.21315722955551575,24.0
murrake02,128.97017175584546,15.099686626016263,0.4505238649592549,0.8122743682310469,4.2419177887240425,4.298932384341637,4.034994969761894,45.0,24.0,0.20692281896214837,21.0
markkla01,136.14790073557134,43.25371036184211,0.473126142595978,0.8826945412311266,4.201922170398792,4.359430604982206,2.8696053846625897,46.0,70.0,1.332316785736202,-24.0
avdijde01,110.92508113606586,41.09635099706046,0.4766397124887691,0.7580246913580246,4.170352821083984,4.274021352313167,3.763489131222132,47.0,32.0,0.40686368986185206,15.0
holmgch01,96.91093445121952,31.217240060402176,0.5193199381761978,0.7799511002444988,4.169050213459995,4.309608540925266,2.8979983191124354,48.0,68.0,1.2710518943475595,-20.0
embiijo01,122.31200699970394,67.96564824789687,0.5284683239775461,0.8685344827586207,4.155933866266378,4.455516014234876,2.077966933133189,49.0,123.0,2.077966933133189,-74.0
hardeja01,147.9897903027386,63.35934636051831,0.4237918215613382,0.872954014029618,4.139175059915992,4.327402135231317,3.5334421243185297,50.0,43.0,0.6057329355974623,7.0
allengr01,86.0211678194394,19.98025152439024,0.4652777777777778,0.8682170542635659,4.053922766256065,4.10320284697509,3.4606657760722506,51.0,47.0,0.5932569901838143,4.0
okongon01,77.26044896578006,27.18110561154511,0.6002587322121604,0.7746212121212122,3.9954164862561554,4.048042704626335,3.410721390706474,52.0,48.0,0.5846950955496815,4.0
randlju01,160.1039819984473,58.27104797464275,0.4702213907078266,0.7773972602739726,3.9358618197444857,4.124555160142348,3.071892151995696,53.0,57.0,0.8639696677487896,-4.0
barneha02,109.65383137503426,40.93839254417994,0.4841341795104261,0.8267326732673267,3.934530710283209,3.9608540925266906,3.934530710283209,54.0,27.0,0.0,27.0
horfoal01,68.08609122889304,5.51205581300813,0.4687270051508462,0.8426966292134831,3.896399768545435,3.950177935943061,2.993575431931249,55.0,62.0,0.9028243366141862,-7.0
valanjo01,108.09491136814343,30.267182069941885,0.5518038852913969,0.8265993265993266,3.8931359129676695,3.950177935943061,3.845658645736356,56.0,31.0,0.04747726723131329,25.0
lavinza01,149.21728276815983,41.06015331010453,0.4914630063608972,0.8406862745098039,3.8810342245154463,4.06761565836299,2.7924514542245285,57.0,74.0,1.0885827702909179,-17.0
vanvlfr01,143.29600800338105,33.3326014126378,0.3970231914157148,0.8659476117103235,3.851590687301192,4.017793594306049,3.1470314152339003,58.0,56.0,0.7045592720672915,2.0
maxeyty01,170.8511174192485,43.903604762819285,0.4539877300613497,0.865909090909091,3.7802655747319167,3.9679715302491103,2.8121487812030117,59.0,73.0,0.968116793528905,-14.0
caldwke01,87.43491026841448,17.47579087071465,0.4543391945547362,0.8588588588588588,3.767634240361473,3.7758007117437717,3.4919536861886824,60.0,46.0,0.2756805541727907,14.0
olynyke01,65.77924815655135,26.237002999264334,0.5204236006051437,0.8288461538461539,3.7583983654305606,3.8291814946619223,2.8875499636844557,61.0,69.0,0.8708484017461049,-8.0
collijo01,99.40888727752142,26.368044559099438,0.5221774193548387,0.8140417457305503,3.7569791339745358,3.8540925266903914,2.749009122420392,62.0,75.0,1.0079700115541437,-13.0
portibo01,115.49837071674399,16.66216410808226,0.4926597582037996,0.7919254658385093,3.7443109600017106,3.8238434163701074,3.0593760282940803,63.0,59.0,0.6849349317076303,4.0
bealbr01,114.75173316895368,25.365137439914548,0.505418292154313,0.8236472945891784,3.655099944820127,3.804270462633452,2.317868257690812,64.0,105.0,1.3372316871293148,-41.0
murrade01,163.13922358823726,29.340795497185745,0.4511599511599511,0.8125,3.6489837975286123,3.832740213523132,2.7144879469420164,65.0,78.0,0.9344958505865959,-13.0
braunch01,80.1623046605377,21.203356333595597,0.5279347143753923,0.7524271844660194,3.6443750804364035,3.6619217081850532,3.5110442848106813,66.0,45.0,0.13333079562572214,21.0
garlada01,156.85435210367956,38.002420383006,0.4615139949109414,0.8615179760319573,3.6361680767912627,3.779359430604983,2.971015379817251,67.0,66.0,0.6651526969740118,1.0
sabondo01,143.98068323556657,57.37595136556156,0.5995170748533977,0.7311733800350263,3.619245166785309,3.7366548042704624,3.3985594858837653,68.0,49.0,0.2206856809015436,19.0
wallaca01,69.97977893964911,6.693260231500623,0.4822771213748657,0.7972972972972973,3.606620977061322,3.597864768683274,3.298738698531697,69.0,51.0,0.3078822785296249,18.0
johnske04,137.58721715029412,37.86085956354301,0.4608378870673952,0.7681940700808625,3.534281435996256,3.6192170818505334,3.0170695185333893,70.0,60.0,0.5172119174628667,10.0
hieldbu01,133.29555847218185,13.693990521327013,0.4390426327599102,0.8373015873015873,3.5337189832900924,3.583629893238433,3.5337189832900924,71.0,42.0,0.0,29.0
reidna01,116.43164061765837,21.696006635581057,0.4857507443641004,0.7320574162679426,3.5178111157682115,3.583629893238434,3.2604103024193183,72.0,52.0,0.2574008133488932,20.0
nesmiaa01,79.35211933224076,18.232779488539038,0.4731920199501246,0.8328690807799443,3.5137311236118007,3.5516014234875444,2.699573912043213,73.0,80.0,0.8141572115685878,-7.0
toppiob01,79.95214211839188,13.772754528335724,0.5234815278647464,0.7816091954022989,3.463428965670623,3.4804270462633458,3.210007334036187,74.0,55.0,0.25342163163443576,19.0
herroty01,161.5887598553602,31.35404062831389,0.4537554314090627,0.8903225806451613,3.3957387071204463,3.5658362989323846,2.56750975416424,75.0,91.0,0.8282289529562061,-16.0
vassede01,127.4821166945191,21.75204071126041,0.4539370078740157,0.7933491686460807,3.375970036058918,3.4911032028469746,2.346710878723882,76.0,101.0,1.0292591573350363,-25.0
joneshe01,62.79307437406462,18.597727087322067,0.4781919111816019,0.8161559888579387,3.3601851695301765,3.412811387900356,2.212804867739385,77.0,111.0,1.1473803017907915,-34.0
powelno01,119.38226314884305,35.89127248016456,0.4828724721419727,0.8137254901960784,3.316808764800984,3.4056939501779353,2.629177679415414,78.0,87.0,0.6876310853855698,-9.0
lillada01,172.87726404298766,72.85227222549642,0.4439642754249496,0.9180887372013652,3.2993176389160457,3.5302491103202844,2.5348416006306205,79.0,95.0,0.7644760382854252,-16.0
johnsca02,91.21058776489404,23.185385875031432,0.4641304347826087,0.8546255506607929,3.2883665180176367,3.3914590747330964,2.085305596791672,80.0,121.0,1.2030609212259646,-41.0
carusal01,57.16931865294036,11.668133585646203,0.4583698510078878,0.7909090909090909,3.28194805580208,3.3060498220640575,2.561520433796745,81.0,92.0,0.7204276220053352,-11.0
antetgi01,199.15168501675066,113.51962936683063,0.5892586989409985,0.6404245908889872,3.2733987857984967,3.5302491103202844,2.714525822369485,82.0,77.0,0.5588729634290117,5.0
mccolcj01,170.6484120079691,28.167866792856316,0.4457193292144748,0.7672727272727272,3.262996365553084,3.419928825622775,2.6263141478841896,83.0,88.0,0.6366822176688944,-5.0
dosunay01,86.1092953214306,13.990505754036416,0.4959723820483314,0.8007518796992481,3.2616243836749863,3.3060498220640575,2.6649857769051715,84.0,84.0,0.5966386067698148,0.0
russeda01,131.89296348147084,28.04173771852915,0.4448612153038259,0.8300180831826401,3.224871954473484,3.348754448398576,2.6742840598072792,85.0,83.0,0.5505878946662048,2.0
mobleev01,120.45552756323396,39.221600359856055,0.5613305613305614,0.7038461538461539,3.218515645117048,3.345195729537367,2.6297627832053925,86.0,86.0,0.5887528619116553,0.0
whiteco01,146.57876323616898,33.17630673692753,0.4487004103967168,0.8728414442700158,3.2127077294194666,3.3131672597864767,2.977631554096091,87.0,64.0,0.23507617532337566,23.0
jonesty01,103.14560579882577,11.093439061798593,0.4579893152015541,0.8274111675126904,3.210746404717154,3.2633451957295367,2.975813740957362,88.0,65.0,0.23493266375979172,23.0
cunnica01,141.77415519019144,34.509400584825705,0.456811797752809,0.8544395924308588,3.207442367459384,3.4412811387900355,1.87752723948842,89.0,134.0,1.3299151279709642,-45.0
poolejo01,175.5128462860681,45.553453949992345,0.4251633058790116,0.8755506607929515,3.153670149891489,3.277580071174377,2.9229137974604047,90.0,67.0,0.23075635243108428,23.0
sengual01,144.81282256732726,53.90631444124764,0.5253077975376197,0.6985018726591761,3.1299317333444816,3.270462633451957,2.7100628422860757,91.0,79.0,0.41986889105840586,12.0
jaqueja01,86.25692559104519,24.941579562151045,0.4779982743744607,0.7854889589905363,3.1086543273585505,3.1530249110320288,2.653729303842665,92.0,85.0,0.4549250235158855,7.0
wiggiaa01,75.17177086774852,12.937095528455284,0.5129427792915532,0.8181818181818182,3.0969083503237917,3.1138790035587185,2.8325381252961512,93.0,71.0,0.2643702250276405,22.0
brownbr01,81.44833484047635,18.592065069077265,0.4693627450980392,0.7944444444444444,3.094940571711841,3.1387900355871885,2.377820195339585,94.0,100.0,0.7171203763722556,-6.0
dortlu01,106.95020600454734,24.55056921829606,0.4168629298162977,0.7847826086956522,3.0932675028862633,3.1387900355871885,2.829208081908168,95.0,72.0,0.2640594209780951,23.0
huntede01,112.79553312363818,33.18285082515907,0.4632843791722296,0.8401826484018264,2.9747602670093474,3.0498220640569396,2.2854865466047425,96.0,106.0,0.6892737204046049,-10.0
camarto01,86.54821739837399,17.627891290772848,0.4549393414211438,0.7377777777777778,2.9730869679381655,3.0071174377224206,2.6830297027734664,97.0,81.0,0.2900572651646991,16.0
monkma01,130.3393573013713,29.948423936527753,0.4433028919330289,0.8610169491525423,2.9575256298347683,3.055160142348755,2.560784386808153,98.0,93.0,0.3967412430266153,5.0
sextoco01,118.80898985142788,40.58874283667623,0.4884112937210282,0.8512195121951219,2.945563806260867,3.042704626334519,2.2630551194443247,99.0,108.0,0.6825086868165422,-9.0
colliza01,73.06609552845529,19.676497797536502,0.5013642564802183,0.7827225130890052,2.943252840308054,3.0035587188612105,2.333066275853945,100.0,103.0,0.6101865644541089,-3.0
thompkl01,162.76186585365858,18.022895869394183,0.4282648681790312,0.9037900874635568,2.923395586760568,3.03202846975089,2.6025350955307496,101.0,89.0,0.3208604912298183,12.0
yabusgu01,84.31339507654384,20.99518536585366,0.5008880994671403,0.7246376811594203,2.9183280562264176,2.97153024911032,2.491255657754259,102.0,96.0,0.4270723984721587,6.0
mannte01,71.05835849654667,14.444894914969794,0.5111888111888112,0.7758007117437722,2.8481339192364308,2.8469750889679712,2.5702671954084866,103.0,90.0,0.2778667238279442,13.0
dinwisp01,118.6856830126241,39.845074164479776,0.4194772344013491,0.8071519795657727,2.818924090177461,2.903914590747331,2.6814155979736825,104.0,82.0,0.1375084922037786,22.0
jonestr01,79.68033708770379,18.650872673299105,0.4882985452245414,0.8515406162464986,2.80843293394902,2.8683274021352316,2.1919476557650888,105.0,113.0,0.6164852781839314,-8.0
buzelma01,83.94863821138212,17.061309728381378,0.4540540540540541,0.8148148148148148,2.797399991468432,2.814946619217082,2.7291707233838363,106.0,76.0,0.06822926808459595,30.0
paulch01,85.11780482106224,16.063730305578922,0.4359720605355064,0.8585526315789473,2.785421457506419,2.882562277580071,2.241924587749069,107.0,109.0,0.5434968697573499,-2.0
divindo01,107.50143331694206,13.375761531656769,0.4351895180159101,0.7782258064516129,2.779778182704151,2.864768683274021,2.440780843349986,108.0,98.0,0.33899733935416476,10.0
thompam01,86.5140610485471,30.62580399113082,0.5485564304461942,0.6840796019900498,2.7567528774598493,2.8576512455516014,2.218849876979879,109.0,110.0,0.5379030004799703,-1.0
allenja01,104.53554754899349,41.48994419807835,0.6589928057553956,0.7315270935960592,2.741166993585068,2.8042704626334523,2.5405937989325023,110.0,94.0,0.20057319465256596,16.0
conlemi01,85.3796108490566,19.530895485170127,0.4308943089430894,0.8733153638814016,2.708912190570957,2.7615658362989324,2.345521530860218,111.0,102.0,0.3633906597107388,9.0
porteke02,114.88904407359863,33.757633621625544,0.4453125,0.7782909930715936,2.6974821270163356,2.814946619217082,2.204040274513347,112.0,112.0,0.49344185250298844,0.0
greendr01,67.31445793994232,17.326854867535744,0.4804428044280442,0.7051671732522796,2.694060391447037,2.782918149466192,2.135535676147041,113.0,119.0,0.5585247152999959,-6.0
marshna01,82.9773151554526,22.315887957317074,0.4721212121212121,0.7980997624703088,2.689781416636666,2.7259786476868326,2.3289570802585766,114.0,104.0,0.3608243363780894,10.0
hachiru01,90.86270627919048,18.663955625778886,0.5119825708061002,0.7486338797814208,2.684309697130563,2.733096085409253,2.0623354990149445,115.0,125.0,0.6219741981156184,-10.0
oubreke01,121.96161541091286,31.74681447749987,0.446267432321575,0.7536,2.6442247288340024,2.7544483985765127,1.9025519390390992,116.0,133.0,0.7416727897949031,-17.0
ingrabr01,108.44988635447616,31.392965634009066,0.4846681922196796,0.8406940063091483,2.6373820251807567,2.8327402135231314,1.350854208019412,117.0,176.0,1.2865278171613448,-59.0
aldamsa01,87.1724835358298,16.956565958418395,0.4635267087880528,0.6984615384615385,2.625683451220994,2.6832740213523123,2.1773960327198485,118.0,114.0,0.4482874185011454,4.0
mccontj01,86.96174747507614,11.773852301457465,0.5391254315304949,0.7922705314009661,2.6255255712294616,2.6512455516014235,2.4013953395391416,119.0,99.0,0.22413023169031998,20.0
kispeco01,97.07171467078405,17.320418618348118,0.4794238683127572,0.7927927927927928,2.598914043017618,2.6263345195729535,2.28197330606425,120.0,107.0,0.3169407369533679,13.0
gordoaa01,98.48132249446694,38.5109702610184,0.5526849037487336,0.6732283464566929,2.590480475863649,2.6903914590747324,2.0218384201862625,121.0,127.0,0.5686420556773863,-6.0
grantje01,117.09401915615908,41.916991839762616,0.4411638853230638,0.8219512195121951,2.5893972871020314,2.725978647686832,1.7367908633001432,122.0,147.0,0.8526064238018882,-25.0
youngtr01,189.4674768934532,80.21656920406214,0.4228934817170111,0.8742999377722465,2.57388738488807,2.775800711743772,2.134443197224253,123.0,120.0,0.4394441876638169,3.0
anthoco01,95.31242927119978,25.285998314203738,0.4378914405010438,0.8483033932135728,2.547604217484432,2.6085409252669045,2.1437157439808026,124.0,116.0,0.40388847350362944,8.0
huertke01,100.48371535926172,12.07967442330297,0.4556650246305418,0.7312775330396476,2.542468463924199,2.612099644128114,2.1393941952532893,125.0,118.0,0.4030742686709097,7.0
pritcpa01,88.31006340103364,9.354469653998867,0.4621993127147766,0.8269230769230769,2.5090069339155843,2.5836298932384345,2.141835187488913,126.0,117.0,0.36717174642667105,9.0
carrica01,112.25121975609758,13.318724814422058,0.4010695187165775,0.8117647058823529,2.477691345221793,2.5088967971530245,2.477691345221793,127.0,97.0,0.0,30.0
aytonde01,105.12974020572989,17.667809255480687,0.5769961977186312,0.7581120943952803,2.4738177873599394,2.6120996441281137,1.629099518505326,128.0,153.0,0.8447182688546133,-25.0
roziete01,140.29446951219515,27.16211521907075,0.4193548387096774,0.8403041825095057,2.428480057928436,2.555160142348755,1.86578345914014,129.0,135.0,0.5626965987882957,-6.0
princta02,73.34003449935817,10.727119733924615,0.4539249146757679,0.7979274611398963,2.3920556825409984,2.3985765124555165,2.0711701641513525,130.0,124.0,0.32088551838964596,6.0
wiggian01,106.97805518323825,26.681932112756993,0.4557728119180633,0.7374517374517374,2.3718626932932465,2.473309608540925,1.61980866859051,131.0,154.0,0.7520540247027365,-23.0
bogdabo01,109.41659598864857,16.26752009068168,0.4330458465728552,0.8892508143322475,2.368612436271576,2.4519572953736652,1.7909020859614355,132.0,141.0,0.5777103503101404,-9.0
anderky01,61.86524343972362,17.80270731707317,0.4817221770917952,0.7248520710059172,2.3353288387202293,2.3594306049822062,1.9935733989075128,133.0,128.0,0.3417554398127165,5.0
easonta01,70.07416835217134,14.908693167230718,0.4659090909090909,0.7411347517730497,2.314442944132578,2.3665480427046264,1.5241453534531613,134.0,163.0,0.7902975906794167,-29.0
hausesa01,72.02865339680615,3.570001067073171,0.4502801120448179,0.851063829787234,2.2937897599692523,2.2953736654804273,2.1539245307028345,135.0,115.0,0.13986522926641776,20.0
joeis01,79.06065896471199,12.250373043846047,0.4459203036053131,0.8317307692307693,2.279486354504188,2.2882562277580067,2.0848960559489527,136.0,122.0,0.19459029855523546,14.0
smithja04,64.91712538453086,17.367880851691584,0.5080091533180778,0.7515151515151515,2.2622550594072313,2.277580071174377,1.76566248539101,137.0,144.0,0.49659257401622137,-7.0
mathube01,122.7381251967849,51.31089731152994,0.4458856911228212,0.8277227722772277,2.2426790705870947,2.3309608540925266,1.9144821334280075,138.0,132.0,0.32819693715908715,6.0
quickim01,113.76458472594817,31.511036678636387,0.4369488536155202,0.8421900161030595,2.2253107921982265,2.3487544483985765,1.6554141259035586,139.0,152.0,0.5698966662946678,-13.0
grimequ01,88.754428523895,20.173046254673313,0.4495151169423845,0.7675070028011205,2.211946524304949,2.295373665480427,1.7803472024893492,140.0,142.0,0.4315993218155998,-2.0
claxtni01,86.12265532150776,31.412942035060976,0.6332757628094415,0.5369127516778524,2.2093818744796523,2.259786476868327,1.9399450605187192,141.0,129.0,0.2694368139609331,12.0
